,Value
YYYY-22-DD 04:22:SS,196.0454712
YYYY-24-DD 04:24:SS,196.4518585
YYYY-26-DD 04:26:SS,199.0755463
YYYY-28-DD 04:28:SS,198.0953369
YYYY-30-DD 04:30:SS,198.9132843
YYYY-32-DD 04:32:SS,197.6727753
YYYY-34-DD 04:34:SS,197.3830261
YYYY-36-DD 04:36:SS,195.8328705
YYYY-38-DD 04:38:SS,195.8365784
YYYY-40-DD 04:40:SS,204.2503967
YYYY-42-DD 04:42:SS,195.2255859
YYYY-44-DD 04:44:SS,196.4602203
YYYY-46-DD 04:46:SS,196.7331848
YYYY-48-DD 04:48:SS,198.8622589
YYYY-50-DD 04:50:SS,196.9434814
YYYY-52-DD 04:52:SS,195.5520325
YYYY-54-DD 04:54:SS,195.8493805
YYYY-56-DD 04:56:SS,198.0983734
YYYY-58-DD 04:58:SS,195.5762024
YYYY-00-DD 05:00:SS,204.2919006
YYYY-02-DD 05:02:SS,198.6859283
YYYY-04-DD 05:04:SS,196.7778168
YYYY-06-DD 05:06:SS,196.1266022
YYYY-08-DD 05:08:SS,197.0228271
YYYY-10-DD 05:10:SS,196.4963226
YYYY-12-DD 05:12:SS,195.595459
YYYY-14-DD 05:14:SS,195.7047424
YYYY-16-DD 05:16:SS,194.7925873
YYYY-18-DD 05:18:SS,196.2404938
YYYY-20-DD 05:20:SS,195.9822235
YYYY-22-DD 05:22:SS,197.9107666
YYYY-24-DD 05:24:SS,199.0411224
YYYY-26-DD 05:26:SS,198.646347
YYYY-28-DD 05:28:SS,197.7622986
YYYY-30-DD 05:30:SS,197.4672546
YYYY-32-DD 05:32:SS,200.1004486
YYYY-34-DD 05:34:SS,197.1088104
YYYY-36-DD 05:36:SS,197.6752777
YYYY-38-DD 05:38:SS,198.2956696
YYYY-40-DD 05:40:SS,199.3260956
YYYY-42-DD 05:42:SS,197.5379333
YYYY-44-DD 05:44:SS,196.2763977
YYYY-46-DD 05:46:SS,196.3451538
YYYY-48-DD 05:48:SS,197.5277252
YYYY-50-DD 05:50:SS,196.3002167
YYYY-52-DD 05:52:SS,197.9596405
YYYY-54-DD 05:54:SS,197.5600891
YYYY-56-DD 05:56:SS,198.0621643
YYYY-58-DD 05:58:SS,198.7651367
YYYY-00-DD 06:00:SS,205.3186646
YYYY-02-DD 06:02:SS,198.1263885
YYYY-04-DD 06:04:SS,196.0308533
YYYY-06-DD 06:06:SS,196.3677979
YYYY-08-DD 06:08:SS,195.6600952
YYYY-10-DD 06:10:SS,197.3865204
YYYY-12-DD 06:12:SS,198.3388519
YYYY-14-DD 06:14:SS,198.8013458
YYYY-16-DD 06:16:SS,198.9086151
YYYY-18-DD 06:18:SS,198.2060547
YYYY-20-DD 06:20:SS,197.8011169
YYYY-22-DD 06:22:SS,197.6472931
YYYY-24-DD 06:24:SS,198.9181519
YYYY-26-DD 06:26:SS,197.7097931
YYYY-28-DD 06:28:SS,198.7680817
YYYY-30-DD 06:30:SS,199.4082184
YYYY-32-DD 06:32:SS,201.3291168
YYYY-34-DD 06:34:SS,198.4993286
YYYY-36-DD 06:36:SS,196.3008728
YYYY-38-DD 06:38:SS,196.0862732
YYYY-40-DD 06:40:SS,196.9137878
YYYY-42-DD 06:42:SS,196.7566071
YYYY-44-DD 06:44:SS,197.5562744
YYYY-46-DD 06:46:SS,197.5180206
YYYY-48-DD 06:48:SS,198.1816406
YYYY-50-DD 06:50:SS,197.6912842
YYYY-52-DD 06:52:SS,198.296524
YYYY-54-DD 06:54:SS,198.9143829
YYYY-56-DD 06:56:SS,197.5618286
YYYY-58-DD 06:58:SS,196.6539459
YYYY-00-DD 07:00:SS,195.7034912
YYYY-02-DD 07:02:SS,197.6512451
YYYY-04-DD 07:04:SS,197.7482147
YYYY-06-DD 07:06:SS,199.8974915
YYYY-08-DD 07:08:SS,196.8819427
YYYY-10-DD 07:10:SS,196.9673767
YYYY-12-DD 07:12:SS,195.4123688
YYYY-14-DD 07:14:SS,195.9753418
YYYY-16-DD 07:16:SS,195.8857422
YYYY-18-DD 07:18:SS,195.8516083
YYYY-20-DD 07:20:SS,195.1007843
YYYY-22-DD 07:22:SS,197.4154663
YYYY-24-DD 07:24:SS,196.1873627
YYYY-26-DD 07:26:SS,197.8800201
YYYY-28-DD 07:28:SS,195.1904755
YYYY-30-DD 07:30:SS,195.6851807
YYYY-32-DD 07:32:SS,196.7221832
YYYY-34-DD 07:34:SS,195.9607544
YYYY-36-DD 07:36:SS,196.384491
YYYY-38-DD 07:38:SS,195.5895996
YYYY-40-DD 07:40:SS,205.2129211
YYYY-42-DD 07:42:SS,197.5336304
YYYY-44-DD 07:44:SS,195.1419067
YYYY-46-DD 07:46:SS,195.40625
YYYY-48-DD 07:48:SS,198.3151398
YYYY-50-DD 07:50:SS,197.5323944
YYYY-52-DD 07:52:SS,196.6852112
YYYY-54-DD 07:54:SS,196.5754852
YYYY-56-DD 07:56:SS,198.3621826
YYYY-58-DD 07:58:SS,197.5774078
YYYY-00-DD 08:00:SS,205.2976532
YYYY-02-DD 08:02:SS,198.4217682
YYYY-04-DD 08:04:SS,198.1751709
YYYY-06-DD 08:06:SS,196.4599762
YYYY-08-DD 08:08:SS,196.5690918
YYYY-10-DD 08:10:SS,197.024231
YYYY-12-DD 08:12:SS,196.520401
YYYY-14-DD 08:14:SS,195.3106384
YYYY-16-DD 08:16:SS,195.4911652
YYYY-18-DD 08:18:SS,196.1578369
YYYY-20-DD 08:20:SS,202.6110687
YYYY-22-DD 08:22:SS,195.5629425
YYYY-24-DD 08:24:SS,195.9363861
YYYY-26-DD 08:26:SS,197.9658508
YYYY-28-DD 08:28:SS,197.3175507
YYYY-30-DD 08:30:SS,198.7821655
YYYY-32-DD 08:32:SS,197.564209
YYYY-34-DD 08:34:SS,196.7897186
YYYY-36-DD 08:36:SS,197.3026276
YYYY-38-DD 08:38:SS,198.0157776
YYYY-40-DD 08:40:SS,203.15448
YYYY-42-DD 08:42:SS,195.9931641
YYYY-44-DD 08:44:SS,196.4635315
YYYY-46-DD 08:46:SS,196.9528961
YYYY-48-DD 08:48:SS,198.5024567
YYYY-50-DD 08:50:SS,196.5776825
YYYY-52-DD 08:52:SS,195.0953369
YYYY-54-DD 08:54:SS,194.3198547
YYYY-56-DD 08:56:SS,197.3158112
YYYY-58-DD 08:58:SS,195.4361877
YYYY-00-DD 09:00:SS,196.1532135
YYYY-02-DD 09:02:SS,196.4293671
YYYY-04-DD 09:04:SS,197.1788635
YYYY-06-DD 09:06:SS,194.6807404
YYYY-08-DD 09:08:SS,193.8636932
YYYY-10-DD 09:10:SS,194.675354
YYYY-12-DD 09:12:SS,195.0636139
YYYY-14-DD 09:14:SS,195.1349182
YYYY-16-DD 09:16:SS,193.0359955
YYYY-18-DD 09:18:SS,198.7149811
YYYY-20-DD 09:20:SS,196.2338104
YYYY-22-DD 09:22:SS,196.7107391
YYYY-24-DD 09:24:SS,195.5206451
YYYY-26-DD 09:26:SS,195.0110016
YYYY-28-DD 09:28:SS,195.154007
YYYY-30-DD 09:30:SS,194.8478394
YYYY-32-DD 09:32:SS,194.9884186
YYYY-34-DD 09:34:SS,196.8950195
YYYY-36-DD 09:36:SS,196.08255
YYYY-38-DD 09:38:SS,198.164856
YYYY-40-DD 09:40:SS,194.1806793
YYYY-42-DD 09:42:SS,195.5734406
YYYY-44-DD 09:44:SS,193.8540649
YYYY-46-DD 09:46:SS,194.0167389
YYYY-48-DD 09:48:SS,192.8790131
YYYY-50-DD 09:50:SS,194.9866486
YYYY-52-DD 09:52:SS,196.4408875
YYYY-54-DD 09:54:SS,196.1987762
YYYY-56-DD 09:56:SS,197.9858551
YYYY-58-DD 09:58:SS,195.624588
YYYY-00-DD 10:00:SS,196.6338959
YYYY-02-DD 10:02:SS,197.1014099
YYYY-04-DD 10:04:SS,196.9806366
YYYY-06-DD 10:06:SS,195.7861786
YYYY-08-DD 10:08:SS,197.0664063
YYYY-10-DD 10:10:SS,196.2172241
YYYY-12-DD 10:12:SS,197.5802765
YYYY-14-DD 10:14:SS,196.18927
YYYY-16-DD 10:16:SS,196.6317139
YYYY-18-DD 10:18:SS,195.7280884
YYYY-20-DD 10:20:SS,196.215744
YYYY-22-DD 10:22:SS,195.1412964
YYYY-24-DD 10:24:SS,195.839325
YYYY-26-DD 10:26:SS,197.3091736
YYYY-28-DD 10:28:SS,198.297821
YYYY-30-DD 10:30:SS,198.1729889
YYYY-32-DD 10:32:SS,197.8475494
YYYY-34-DD 10:34:SS,196.134964
YYYY-36-DD 10:36:SS,195.1869202
YYYY-38-DD 10:38:SS,195.5073242
YYYY-40-DD 10:40:SS,202.8833008
YYYY-42-DD 10:42:SS,196.0814667
YYYY-44-DD 10:44:SS,197.4831238
YYYY-46-DD 10:46:SS,196.3574524
YYYY-48-DD 10:48:SS,196.5188904
YYYY-50-DD 10:50:SS,195.7133789
YYYY-52-DD 10:52:SS,194.8556671
YYYY-54-DD 10:54:SS,196.1338654
YYYY-56-DD 10:56:SS,195.1018677
YYYY-58-DD 10:58:SS,195.6581116
YYYY-00-DD 11:00:SS,196.3603973
YYYY-02-DD 11:02:SS,194.2513428
YYYY-04-DD 11:04:SS,195.8722687
YYYY-06-DD 11:06:SS,195.3195648
YYYY-08-DD 11:08:SS,193.8286896
YYYY-10-DD 11:10:SS,193.514801
YYYY-12-DD 11:12:SS,194.5092316
YYYY-14-DD 11:14:SS,194.6764984
YYYY-16-DD 11:16:SS,194.0745697
YYYY-18-DD 11:18:SS,196.4613037
YYYY-20-DD 11:20:SS,196.6980743
YYYY-22-DD 11:22:SS,197.4773712
YYYY-24-DD 11:24:SS,193.8513947
YYYY-26-DD 11:26:SS,193.9880371
YYYY-28-DD 11:28:SS,193.9978333
YYYY-30-DD 11:30:SS,196.4246216
YYYY-32-DD 11:32:SS,197.2089386
YYYY-34-DD 11:34:SS,198.6165771
YYYY-36-DD 11:36:SS,195.5674133
YYYY-38-DD 11:38:SS,194.6197815
YYYY-40-DD 11:40:SS,194.1392365
YYYY-42-DD 11:42:SS,194.1649475
YYYY-44-DD 11:44:SS,193.5085449
YYYY-46-DD 11:46:SS,194.1146851
YYYY-48-DD 11:48:SS,194.493927
YYYY-50-DD 11:50:SS,194.2994232
YYYY-52-DD 11:52:SS,195.3039398
YYYY-54-DD 11:54:SS,195.2037811
YYYY-56-DD 11:56:SS,198.2403564
YYYY-58-DD 11:58:SS,195.0188141
YYYY-00-DD 12:00:SS,197.0117645
YYYY-02-DD 12:02:SS,196.1591339
YYYY-04-DD 12:04:SS,196.9489288
YYYY-06-DD 12:06:SS,197.2355347
YYYY-08-DD 12:08:SS,197.5377808
YYYY-10-DD 12:10:SS,197.7568512
YYYY-12-DD 12:12:SS,196.975235
YYYY-14-DD 12:14:SS,197.0755768
YYYY-16-DD 12:16:SS,197.1620331
YYYY-18-DD 12:18:SS,196.6038818
YYYY-20-DD 12:20:SS,198.9854431
YYYY-22-DD 12:22:SS,198.0778351
YYYY-24-DD 12:24:SS,197.8299255
YYYY-26-DD 12:26:SS,196.538147
YYYY-28-DD 12:28:SS,197.1721039
YYYY-30-DD 12:30:SS,198.5572357
YYYY-32-DD 12:32:SS,200.3265686
YYYY-34-DD 12:34:SS,205.5326233
YYYY-36-DD 12:36:SS,208.1702271
YYYY-38-DD 12:38:SS,207.6221771
YYYY-40-DD 12:40:SS,210.9030457
YYYY-42-DD 12:42:SS,210.173172
YYYY-44-DD 12:44:SS,210.6931763
YYYY-46-DD 12:46:SS,211.7665405
YYYY-48-DD 12:48:SS,218.2271118
YYYY-50-DD 12:50:SS,221.6716766
YYYY-52-DD 12:52:SS,223.3207703
YYYY-54-DD 12:54:SS,223.7234955
YYYY-56-DD 12:56:SS,230.27948
YYYY-58-DD 12:58:SS,246.0003357
YYYY-00-DD 13:00:SS,273.9753723
YYYY-02-DD 13:02:SS,261.460907
YYYY-04-DD 13:04:SS,285.6132202
YYYY-06-DD 13:06:SS,308.7496338
YYYY-08-DD 13:08:SS,298.2460938
YYYY-10-DD 13:10:SS,296.1779785
YYYY-12-DD 13:12:SS,300.0882568
YYYY-14-DD 13:14:SS,296.7013855
YYYY-16-DD 13:16:SS,296.980957
YYYY-18-DD 13:18:SS,294.4867249
YYYY-20-DD 13:20:SS,295.0534058
YYYY-22-DD 13:22:SS,295.3878784
YYYY-24-DD 13:24:SS,294.7286377
YYYY-26-DD 13:26:SS,296.3684082
YYYY-28-DD 13:28:SS,295.2348633
YYYY-30-DD 13:30:SS,295.3794556
YYYY-32-DD 13:32:SS,298.6397095
YYYY-34-DD 13:34:SS,307.2052307
YYYY-36-DD 13:36:SS,305.9150696
YYYY-38-DD 13:38:SS,305.4519958
YYYY-40-DD 13:40:SS,307.1186218
YYYY-42-DD 13:42:SS,306.9485474
YYYY-44-DD 13:44:SS,305.353363
YYYY-46-DD 13:46:SS,310.3923035
YYYY-48-DD 13:48:SS,309.0479126
YYYY-50-DD 13:50:SS,308.8491821
YYYY-52-DD 13:52:SS,310.8758545
YYYY-54-DD 13:54:SS,308.827179
YYYY-56-DD 13:56:SS,311.9921875
YYYY-58-DD 13:58:SS,311.7788086
YYYY-00-DD 14:00:SS,313.0621338
YYYY-02-DD 14:02:SS,313.0997314
YYYY-04-DD 14:04:SS,314.6970215
YYYY-06-DD 14:06:SS,317.4776917
YYYY-08-DD 14:08:SS,315.5767822
YYYY-10-DD 14:10:SS,315.372467
YYYY-12-DD 14:12:SS,315.5398865
YYYY-14-DD 14:14:SS,316.9611816
YYYY-16-DD 14:16:SS,267.6842651
YYYY-18-DD 14:18:SS,257.3720093
YYYY-20-DD 14:20:SS,258.0239563
YYYY-22-DD 14:22:SS,257.3232117
YYYY-24-DD 14:24:SS,258.3725281
YYYY-26-DD 14:26:SS,257.1661682
YYYY-28-DD 14:28:SS,257.0636597
YYYY-30-DD 14:30:SS,259.7920837
YYYY-32-DD 14:32:SS,259.5663757
YYYY-34-DD 14:34:SS,254.3740234
YYYY-36-DD 14:36:SS,255.2377625
YYYY-38-DD 14:38:SS,255.9580688
YYYY-40-DD 14:40:SS,256.4650269
YYYY-42-DD 14:42:SS,254.0147858
YYYY-44-DD 14:44:SS,251.3721924
YYYY-46-DD 14:46:SS,247.3033752
YYYY-48-DD 14:48:SS,249.366272
YYYY-50-DD 14:50:SS,249.2233276
YYYY-52-DD 14:52:SS,250.3111267
YYYY-54-DD 14:54:SS,251.0010986
YYYY-56-DD 14:56:SS,249.8936768
YYYY-58-DD 14:58:SS,249.1792603
YYYY-00-DD 15:00:SS,246.1153412
YYYY-02-DD 15:02:SS,244.3230438
YYYY-04-DD 15:04:SS,246.4903564
YYYY-06-DD 15:06:SS,248.3027802
YYYY-08-DD 15:08:SS,247.6394501
YYYY-10-DD 15:10:SS,250.6245117
YYYY-12-DD 15:12:SS,250.1970215
YYYY-14-DD 15:14:SS,254.4220581
YYYY-16-DD 15:16:SS,249.7884674
YYYY-18-DD 15:18:SS,247.9662323
YYYY-20-DD 15:20:SS,255.0654602
YYYY-22-DD 15:22:SS,257.3681946
YYYY-24-DD 15:24:SS,252.9788361
YYYY-26-DD 15:26:SS,255.2686005
YYYY-28-DD 15:28:SS,256.3933411
YYYY-30-DD 15:30:SS,256.9541321
YYYY-32-DD 15:32:SS,253.5268555
YYYY-34-DD 15:34:SS,255.1595612
YYYY-36-DD 15:36:SS,252.787262
YYYY-38-DD 15:38:SS,251.8852844
YYYY-40-DD 15:40:SS,262.4457092
YYYY-42-DD 15:42:SS,252.4698944
YYYY-44-DD 15:44:SS,253.2345276
YYYY-46-DD 15:46:SS,254.4671326
YYYY-48-DD 15:48:SS,249.429245
YYYY-50-DD 15:50:SS,243.5019836
YYYY-52-DD 15:52:SS,241.7244263
YYYY-54-DD 15:54:SS,245.0317535
YYYY-56-DD 15:56:SS,249.4368439
YYYY-58-DD 15:58:SS,247.2915955
YYYY-00-DD 16:00:SS,255.740921
YYYY-02-DD 16:02:SS,249.3446503
YYYY-04-DD 16:04:SS,247.514801
YYYY-06-DD 16:06:SS,248.4212036
YYYY-08-DD 16:08:SS,246.9913788
YYYY-10-DD 16:10:SS,248.7548523
YYYY-12-DD 16:12:SS,248.9205627
YYYY-14-DD 16:14:SS,249.4254303
YYYY-16-DD 16:16:SS,250.2727814
YYYY-18-DD 16:18:SS,249.9483032
YYYY-20-DD 16:20:SS,253.3591766
YYYY-22-DD 16:22:SS,247.7946167
YYYY-24-DD 16:24:SS,247.9814453
YYYY-26-DD 16:26:SS,248.6027222
YYYY-28-DD 16:28:SS,250.4918671
YYYY-30-DD 16:30:SS,251.7908936
YYYY-32-DD 16:32:SS,246.7650146
YYYY-34-DD 16:34:SS,245.232605
YYYY-36-DD 16:36:SS,245.3182678
YYYY-38-DD 16:38:SS,245.1719208
YYYY-40-DD 16:40:SS,248.9804382
YYYY-42-DD 16:42:SS,238.5128174
YYYY-44-DD 16:44:SS,239.4328461
YYYY-46-DD 16:46:SS,240.7023926
YYYY-48-DD 16:48:SS,237.3422394
YYYY-50-DD 16:50:SS,237.4460449
YYYY-52-DD 16:52:SS,235.1385193
YYYY-54-DD 16:54:SS,236.4335632
YYYY-56-DD 16:56:SS,234.3616943
YYYY-58-DD 16:58:SS,235.4460907
YYYY-00-DD 17:00:SS,238.0937347
YYYY-02-DD 17:02:SS,238.8569946
YYYY-04-DD 17:04:SS,240.1374969
YYYY-06-DD 17:06:SS,239.6839294
YYYY-08-DD 17:08:SS,238.0194855
YYYY-10-DD 17:10:SS,240.9443817
YYYY-12-DD 17:12:SS,237.9223938
YYYY-14-DD 17:14:SS,240.3438873
YYYY-16-DD 17:16:SS,240.3536835
YYYY-18-DD 17:18:SS,239.9640503
YYYY-20-DD 17:20:SS,242.1264496
YYYY-22-DD 17:22:SS,239.2761536
YYYY-24-DD 17:24:SS,238.8421783
YYYY-26-DD 17:26:SS,240.0082245
YYYY-28-DD 17:28:SS,241.079895
YYYY-30-DD 17:30:SS,241.7619781
YYYY-32-DD 17:32:SS,239.8052826
YYYY-34-DD 17:34:SS,242.7465668
YYYY-36-DD 17:36:SS,244.9019928
YYYY-38-DD 17:38:SS,241.3342438
YYYY-40-DD 17:40:SS,239.5556793
YYYY-42-DD 17:42:SS,239.5361176
YYYY-44-DD 17:44:SS,239.0734863
YYYY-46-DD 17:46:SS,239.0377197
YYYY-48-DD 17:48:SS,239.5953979
YYYY-50-DD 17:50:SS,241.7182007
YYYY-52-DD 17:52:SS,241.1265259
YYYY-54-DD 17:54:SS,240.4535065
YYYY-56-DD 17:56:SS,236.9920502
YYYY-58-DD 17:58:SS,235.4664764
YYYY-00-DD 18:00:SS,235.2257538
YYYY-02-DD 18:02:SS,237.1017303
YYYY-04-DD 18:04:SS,238.9031067
YYYY-06-DD 18:06:SS,237.171524
YYYY-08-DD 18:08:SS,239.6362152
YYYY-10-DD 18:10:SS,244.73526
YYYY-12-DD 18:12:SS,243.5716248
YYYY-14-DD 18:14:SS,241.0542603
YYYY-16-DD 18:16:SS,239.83461
YYYY-18-DD 18:18:SS,242.1479492
YYYY-20-DD 18:20:SS,241.0724182
YYYY-22-DD 18:22:SS,241.2288971
YYYY-24-DD 18:24:SS,241.5563812
YYYY-26-DD 18:26:SS,245.5440063
YYYY-28-DD 18:28:SS,241.4700928
YYYY-30-DD 18:30:SS,241.3358002
YYYY-32-DD 18:32:SS,241.8338776
YYYY-34-DD 18:34:SS,243.289093
YYYY-36-DD 18:36:SS,241.2337036
YYYY-38-DD 18:38:SS,240.5844727
YYYY-40-DD 18:40:SS,243.1881256
YYYY-42-DD 18:42:SS,242.3725739
YYYY-44-DD 18:44:SS,241.9314117
YYYY-46-DD 18:46:SS,241.8539734
YYYY-48-DD 18:48:SS,243.2299805
YYYY-50-DD 18:50:SS,244.6386566
YYYY-52-DD 18:52:SS,243.0833282
YYYY-54-DD 18:54:SS,243.5007782
YYYY-56-DD 18:56:SS,242.5626678
YYYY-58-DD 18:58:SS,244.3125458
YYYY-00-DD 19:00:SS,242.4994659
YYYY-02-DD 19:02:SS,241.9125671
YYYY-04-DD 19:04:SS,242.5447693
YYYY-06-DD 19:06:SS,243.0888214
YYYY-08-DD 19:08:SS,238.7358551
YYYY-10-DD 19:10:SS,240.7213593
YYYY-12-DD 19:12:SS,240.2047882
YYYY-14-DD 19:14:SS,243.5568695
YYYY-16-DD 19:16:SS,250.3053741
YYYY-18-DD 19:18:SS,243.8415222
YYYY-20-DD 19:20:SS,244.0236053
YYYY-22-DD 19:22:SS,245.079071
YYYY-24-DD 19:24:SS,242.1351776
YYYY-26-DD 19:26:SS,242.0170135
YYYY-28-DD 19:28:SS,242.5833435
YYYY-30-DD 19:30:SS,246.3322754
YYYY-32-DD 19:32:SS,244.6408234
YYYY-34-DD 19:34:SS,244.6676178
YYYY-36-DD 19:36:SS,251.3021545
YYYY-38-DD 19:38:SS,243.4918365
YYYY-40-DD 19:40:SS,242.2913971
YYYY-42-DD 19:42:SS,240.285553
YYYY-44-DD 19:44:SS,240.5619354
YYYY-46-DD 19:46:SS,241.6620026
YYYY-48-DD 19:48:SS,240.0051422
YYYY-50-DD 19:50:SS,240.4678345
YYYY-52-DD 19:52:SS,241.5774536
YYYY-54-DD 19:54:SS,239.3139954
YYYY-56-DD 19:56:SS,238.0587616
YYYY-58-DD 19:58:SS,237.2082062
YYYY-00-DD 20:00:SS,239.2996368
YYYY-02-DD 20:02:SS,239.2285767
YYYY-04-DD 20:04:SS,242.2121124
YYYY-06-DD 20:06:SS,236.8791809
YYYY-08-DD 20:08:SS,238.0473022
YYYY-10-DD 20:10:SS,240.1035309
YYYY-12-DD 20:12:SS,239.7772522
YYYY-14-DD 20:14:SS,239.26828
YYYY-16-DD 20:16:SS,241.1934204
YYYY-18-DD 20:18:SS,240.4155121
YYYY-20-DD 20:20:SS,240.9654846
YYYY-22-DD 20:22:SS,238.3320007
YYYY-24-DD 20:24:SS,239.5019531
YYYY-26-DD 20:26:SS,238.1645508
YYYY-28-DD 20:28:SS,238.380188
YYYY-30-DD 20:30:SS,239.29776
YYYY-32-DD 20:32:SS,238.1377258
YYYY-34-DD 20:34:SS,241.0628052
YYYY-36-DD 20:36:SS,239.7477264
YYYY-38-DD 20:38:SS,238.690155
YYYY-40-DD 20:40:SS,238.2622986
YYYY-42-DD 20:42:SS,238.6757355
YYYY-44-DD 20:44:SS,240.2754974
YYYY-46-DD 20:46:SS,241.3732147
YYYY-48-DD 20:48:SS,240.2331238
YYYY-50-DD 20:50:SS,241.4614258
YYYY-52-DD 20:52:SS,240.7525024
YYYY-54-DD 20:54:SS,239.4455719
YYYY-56-DD 20:56:SS,240.99646
YYYY-58-DD 20:58:SS,246.0999146
YYYY-00-DD 21:00:SS,234.9602051
YYYY-02-DD 21:02:SS,238.7937775
YYYY-04-DD 21:04:SS,239.1376953
YYYY-06-DD 21:06:SS,239.6907196
YYYY-08-DD 21:08:SS,240.1989136
YYYY-10-DD 21:10:SS,237.8648071
YYYY-12-DD 21:12:SS,236.73349
YYYY-14-DD 21:14:SS,238.0085297
YYYY-16-DD 21:16:SS,237.9630585
YYYY-18-DD 21:18:SS,237.9759369
YYYY-20-DD 21:20:SS,238.1906738
YYYY-22-DD 21:22:SS,238.5912323
YYYY-24-DD 21:24:SS,239.2988281
YYYY-26-DD 21:26:SS,237.8629456
YYYY-28-DD 21:28:SS,235.6430206
YYYY-30-DD 21:30:SS,236.0473785
YYYY-32-DD 21:32:SS,237.0483398
YYYY-34-DD 21:34:SS,238.737381
YYYY-36-DD 21:36:SS,237.9875641
YYYY-38-DD 21:38:SS,240.2027435
YYYY-40-DD 21:40:SS,236.4274292
YYYY-42-DD 21:42:SS,236.3496552
YYYY-44-DD 21:44:SS,236.4030457
YYYY-46-DD 21:46:SS,238.7916718
YYYY-48-DD 21:48:SS,236.4052734
YYYY-50-DD 21:50:SS,236.0712585
YYYY-52-DD 21:52:SS,236.1360779
YYYY-54-DD 21:54:SS,235.9724274
YYYY-56-DD 21:56:SS,235.5849609
YYYY-58-DD 21:58:SS,231.9312439
YYYY-00-DD 22:00:SS,232.4326019
YYYY-02-DD 22:02:SS,234.7541351
YYYY-04-DD 22:04:SS,234.2620697
YYYY-06-DD 22:06:SS,229.133667
YYYY-08-DD 22:08:SS,229.9003906
YYYY-10-DD 22:10:SS,229.1578064
YYYY-12-DD 22:12:SS,229.839325
YYYY-14-DD 22:14:SS,229.0639343
YYYY-16-DD 22:16:SS,237.7142944
YYYY-18-DD 22:18:SS,231.7660065
YYYY-20-DD 22:20:SS,230.5195923
YYYY-22-DD 22:22:SS,228.3688507
YYYY-24-DD 22:24:SS,230.7600098
YYYY-26-DD 22:26:SS,231.0632935
YYYY-28-DD 22:28:SS,232.9073944
YYYY-30-DD 22:30:SS,231.1449738
YYYY-32-DD 22:32:SS,231.6765594
YYYY-34-DD 22:34:SS,229.8486633
YYYY-36-DD 22:36:SS,229.8352966
YYYY-38-DD 22:38:SS,232.024231
YYYY-40-DD 22:40:SS,234.5629425
YYYY-42-DD 22:42:SS,234.5309143
YYYY-44-DD 22:44:SS,231.2037659
YYYY-46-DD 22:46:SS,231.424942
YYYY-48-DD 22:48:SS,230.742981
YYYY-50-DD 22:50:SS,230.5497131
YYYY-52-DD 22:52:SS,231.148407
YYYY-54-DD 22:54:SS,232.2215118
YYYY-56-DD 22:56:SS,233.0210724
YYYY-58-DD 22:58:SS,233.8131104
YYYY-00-DD 23:00:SS,231.6404877
YYYY-02-DD 23:02:SS,233.6324158
YYYY-04-DD 23:04:SS,232.1763153
YYYY-06-DD 23:06:SS,231.4670258
YYYY-08-DD 23:08:SS,232.046875
YYYY-10-DD 23:10:SS,232.0845642
YYYY-12-DD 23:12:SS,231.9420471
YYYY-14-DD 23:14:SS,234.40979
YYYY-16-DD 23:16:SS,234.2083588
YYYY-18-DD 23:18:SS,234.3938599
YYYY-20-DD 23:20:SS,230.9434967
YYYY-22-DD 23:22:SS,230.9989471
YYYY-24-DD 23:24:SS,230.3502502
YYYY-26-DD 23:26:SS,230.5285034
YYYY-28-DD 23:28:SS,230.2412109
YYYY-30-DD 23:30:SS,231.3250732
YYYY-32-DD 23:32:SS,230.5676117
YYYY-34-DD 23:34:SS,231.7948456
YYYY-36-DD 23:36:SS,228.9882507
YYYY-38-DD 23:38:SS,226.2041626
YYYY-40-DD 23:40:SS,227.3797302
YYYY-42-DD 23:42:SS,227.0575409
YYYY-44-DD 23:44:SS,228.2693939
YYYY-46-DD 23:46:SS,229.6092072
YYYY-48-DD 23:48:SS,237.9961548
YYYY-50-DD 23:50:SS,229.3083496
YYYY-52-DD 23:52:SS,228.5310974
YYYY-54-DD 23:54:SS,227.9931946
YYYY-56-DD 23:56:SS,227.9795837
YYYY-58-DD 23:58:SS,226.7896576
YYYY-00-DD 00:00:SS,226.9866028
YYYY-02-DD 00:02:SS,227.2711945
YYYY-04-DD 00:04:SS,227.3706818
YYYY-06-DD 00:06:SS,226.7819366
YYYY-08-DD 00:08:SS,227.8382111
YYYY-10-DD 00:10:SS,228.9718933
YYYY-12-DD 00:12:SS,230.8630524
YYYY-14-DD 00:14:SS,231.0236053
YYYY-16-DD 00:16:SS,230.8199158
YYYY-18-DD 00:18:SS,232.6200714
YYYY-20-DD 00:20:SS,231.3356018
YYYY-22-DD 00:22:SS,233.7927246
YYYY-24-DD 00:24:SS,234.6555023
YYYY-26-DD 00:26:SS,239.5405426
YYYY-28-DD 00:28:SS,232.4714203
YYYY-30-DD 00:30:SS,231.680542
YYYY-32-DD 00:32:SS,233.6874542
YYYY-34-DD 00:34:SS,239.3732452
YYYY-36-DD 00:36:SS,238.7958374
YYYY-38-DD 00:38:SS,239.6302948
YYYY-40-DD 00:40:SS,240.5739594
YYYY-42-DD 00:42:SS,239.9264374
