"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
DAVIS.C,20180414,820,0.00,,79,47,,,,,,,69,55,0.28,610,,,,
DAVIS.C,20180415,820,0.00,,68,51,,,,,,,68,58,0.31,549,,,,
DAVIS.C,20180416,800,0.04,,59,43,,,,,,,62,59,0.24,353,,,,
DAVIS.C,20180417,800,0.06,,66,37,,,,,,,65,58,0.10,550,,,,
DAVIS.C,20180418,800,0.00,,65,43,,,,,,,63,55,0.16,381,,,,
DAVIS.C,20180419,800,0.00,,73,40,,,,,,,66,56,0.18,642,,,,
DAVIS.C,20180420,800,0.00,,82,45,,,,,,,69,56,0.28,646,,,,
DAVIS.C,20180421,820,0.00,,85,47,,,,,,,72,58,0.36,638,,,,
DAVIS.C,20180422,830,0.00,,86,51,,,,,,,75,61,0.28,636,,,,
DAVIS.C,20180423,800,0.00,,87,52,,,,,,,75,64,0.24,652,,,,
DAVIS.C,20180424,800,0.00,,85,50,,,,,,,76,66,0.34,644,,,,
DAVIS.C,20180425,800,0.00,,86,45,,,,,,,76,66,0.35,653,,,,
DAVIS.C,20180426,800,0.00,,77,50,,,,,,,76,66,0.18,568,,,,
DAVIS.C,20180427,815,0.00,,72,48,,,,,,,75,65,0.23,658,,,,
DAVIS.C,20180428,835,0.00,,68,47,,,,,,,70,65,0.32,404,,,,
DAVIS.C,20180429,825,0.00,,70,45,,,,,,,71,62,0.19,489,,,,
DAVIS.C,20180430,800,0.00,,73,45,,,,,,,71,62,0.18,537,,,,
DAVIS.C,20180501,800,0.00,,80,48,,,,,,,74,63,0.21,671,,,,
DAVIS.C,20180502,800,0.00,,81,46,,,,,,,75,64,0.39,667,,,,
DAVIS.C,20180503,800,0.00,,80,49,,,,,,,76,65,0.28,659,,,,
DAVIS.C,20180504,800,0.00,,87,50,,,,,,,77,66,0.28,652,,,,
DAVIS.C,20180505,820,0.00,,81,52,,,,,,,74,67,0.24,440,,,,
DAVIS.C,20180506,815,0.00,,80,49,,,,,,,75,66,0.24,591,,,,
DAVIS.C,20180507,800,0.00,,88,49,,,,,,,78,66,0.39,687,,,,
DAVIS.C,20180508,800,0.00,,90,53,,,,,,,80,67,0.28,676,,,,
DAVIS.C,20180509,800,0.00,,82,55,,,,,,,80,70,0.33,678,,,,
DAVIS.C,20180510,800,0.00,,85,51,,,,,,,80,71,0.32,644,,,,
DAVIS.C,20180511,800,0.00,,83,55,,,,,,,78,70,0.25,691,,,,
DAVIS.C,20180512,820,0.00,,86,60,,,,,,,79,70,0.71,686,,,,
DAVIS.C,20180513,840,0.00,,80,58,,,,,,,79,70,0.40,689,,,,
DAVIS.C,20180514,800,0.00,,77,51,,,,,,,79,70,0.26,687,,,,
DAVIS.C,20180515,800,0.00,,79,52,,,,,,,79,70,0.28,681,,,,
DAVIS.C,20180516,800,0.07,,73,53,,,,,,,74,70,0.11,500,,,,
DAVIS.C,20180517,800,0.06,,83,49,,,,,,,75,70,0.20,679,,,,
DAVIS.C,20180518,800,0.00,,85,52,,,,,,,78,70,0.31,675,,,,
DAVIS.C,20180519,820,0.00,,82,53,,,,,,,78,70,0.35,696,,,,
DAVIS.C,20180520,840,0.00,,77,50,,,,,,,72,66,0.33,682,,,,
DAVIS.C,20180521,800,0.00,,86,49,,,,,,,73,66,0.23,685,,,,
DAVIS.C,20180522,800,0.00,,80,54,,,,,,,73,66,0.32,698,,,,
DAVIS.C,20180523,800,0.00,,76,55,,,,,,,72,67,0.33,705,,,,
DAVIS.C,20180524,800,0.00,,79,51,,,,,,,73,66,0.37,647,,,,
DAVIS.C,20180525,800,0.11,,79,54,,,,,,,68,66,0.27,352,,,,
DAVIS.C,20180526,830,0.02,,76,54,,,,,,,71,65,0.17,490,,,,
DAVIS.C,20180527,830,0.00,,91,51,,,,,,,74,65,0.21,725,,,,
DAVIS.C,20180528,830,0.00,,96,57,,,,,,,77,66,0.35,731,,,,
DAVIS.C,20180529,900,0.00,,100,61,,,,,,,80,69,0.40,719,,,,
DAVIS.C,20180530,800,0.00,,76,56,,,,,,,76,71,0.42,662,,,,
DAVIS.C,20180531,800,0.00,,76,51,,,,,,,75,68,0.35,633,,,,
DAVIS.C,20180601,800,0.00,,88,48,,,,,,,76,68,0.24,731,,,,
DAVIS.C,20180602,825,0.00,,97,53,,,,,,,78,68,0.37,735,,,,
DAVIS.C,20180603,835,0.00,,100,58,,,,,,,80,70,0.34,723,,,,
DAVIS.C,20180604,800,0.00,,95,57,,,,,,,81,72,0.38,744,,,,
DAVIS.C,20180605,800,0.00,,87,51,,,,,,,82,73,0.46,741,,,,
DAVIS.C,20180606,800,0.00,,83,52,,,,,,,81,73,0.33,725,,,,
DAVIS.C,20180607,800,0.00,,85,54,,,,,,,82,73,0.36,717,,,,
DAVIS.C,20180608,830,0.00,,91,52,,,,,,,83,72,0.28,727,,,,
DAVIS.C,20180609,820,0.00,,82,58,,,,,,,82,73,0.41,702,,,,
DAVIS.C,20180610,845,0.00,,85,51,,,,,,,82,73,0.43,741,,,,
DAVIS.C,20180611,800,0.00,,92,51,,,,,,,83,73,0.30,732,,,,
DAVIS.C,20180612,800,0.00,,99,57,,,,,,,87,74,0.40,726,,,,
DAVIS.C,20180613,800,0.00,,99,58,,,,,,,89,75,0.47,659,,,,
DAVIS.C,20180614,800,0.00,,91,51,,,,,,,89,77,0.41,650,,,,
DAVIS.C,20180615,800,0.00,,82,56,,,,,,,87,78,0.39,514,,,,
DAVIS.C,20180616,830,0.00,,84,51,,,,,,,86,76,0.41,526,,,,
DAVIS.C,20180617,830,0.00,,79,51,,,,,,,85,75,0.37,495,,,,
DAVIS.C,20180618,800,0.00,,90,55,,,,,,,88,75,0.30,564,,,,
DAVIS.C,20180619,800,0.00,,94,55,,,,,,,89,76,0.31,562,,,,
DAVIS.C,20180620,800,0.00,,91,54,,,,,,,89,78,0.38,599,,,,
DAVIS.C,20180621,800,0.00,,96,50,,,,,,,90,78,0.40,647,,,,
DAVIS.C,20180622,800,0.00,,103,57,,,,,,,91,77,0.38,619,,,,
DAVIS.C,20180623,810,0.00,,100,69,,,,,,,92,79,0.34,581,,,,
DAVIS.C,20180624,826,0.00,,96,64,,,,,,,93,82,0.50,565,,,,
DAVIS.C,20180625,800,0.00,,87,57,,,,,,,87,80,0.41,575,,,,
DAVIS.C,20180626,800,0.00,,91,54,,,,,,,89,79,0.35,633,,,,
DAVIS.C,20180627,800,0.00,,86,53,,,,,,,88,78,0.33,642,,,,
DAVIS.C,20180628,800,0.00,,90,54,,,,,,,88,77,0.37,652,,,,
DAVIS.C,20180629,800,0.00,,99,58,,,,,,,89,77,0.33,645,,,,
DAVIS.C,20180630,800,0.00,,102,66,,,,,,,91,78,0.57,643,,,,
DAVIS.C,20180701,800,0.00,,99,61,,,,,,,93,80,0.56,631,,,,
DAVIS.C,20180702,800,0.00,,92,59,,,,,,,92,81,0.32,601,,,,
DAVIS.C,20180703,800,0.00,,87,56,,,,,,,90,81,0.33,576,,,,
DAVIS.C,20180704,820,0.00,,79,56,,,,,,,89,79,0.34,640,,,,
DAVIS.C,20180705,800,0.00,,90,51,,,,,,,90,78,0.32,683,,,,
DAVIS.C,20180706,800,0.00,,95,62,,,,,,,88,78,0.30,443,,,,
DAVIS.C,20180707,830,0.00,,96,58,,,,,,,90,80,0.35,580,,,,
DAVIS.C,20180708,835,0.00,,96,56,,,,,,,91,80,0.35,666,,,,
DAVIS.C,20180709,800,0.00,,99,50,,,,,,,92,80,0.32,681,,,,
DAVIS.C,20180710,800,0.00,,98,60,,,,,,,93,80,0.39,688,,,,
DAVIS.C,20180711,800,0.00,,97,56,,,,,,,93,82,0.43,685,,,,
DAVIS.C,20180712,755,0.00,,97,60,,,,,,,93,82,0.42,663,,,,
DAVIS.C,20180713,800,0.04,,98,66,,,,,,,88,82,0.38,419,,,,
DAVIS.C,20180714,830,0.00,,97,62,,,,,,,92,81,0.28,650,,,,
DAVIS.C,20180715,835,0.00,,94,60,,,,,,,93,80,0.40,672,,,,
DAVIS.C,20180716,800,0.00,,99,57,,,,,,,91,82,0.31,690,,,,
DAVIS.C,20180717,745,0.00,,99,57,,,,,,,92,80,0.48,699,,,,
DAVIS.C,20180718,755,0.00,,101,59,,,,,,,93,80,0.30,684,,,,
DAVIS.C,20180719,750,0.00,,98,58,,,,,,,93,81,0.37,672,,,,
DAVIS.C,20180720,800,0.00,,95,61,,,,,,,87,80,0.37,643,,,,
DAVIS.C,20180721,825,0.00,,97,66,,,,,,,86,78,0.40,630,,,,
DAVIS.C,20180722,835,0.00,,97,63,,,,,,,87,78,0.38,641,,,,
DAVIS.C,20180723,800,0.00,,100,61,,,,,,,88,79,0.34,655,,,,
DAVIS.C,20180724,800,0.00,,100,60,,,,,,,90,79,0.32,663,,,,
DAVIS.C,20180725,800,0.00,,104,59,,,,,,,92,81,0.30,676,,,,
DAVIS.C,20180726,800,0.00,,97,62,,,,,,,92,82,0.37,623,,,,
DAVIS.C,20180727,2359,0.00,,93,58,,,,,,,90,83,0.38,622,,,,
DAVIS.C,20180728,2359,0.00,,96,58,,,,,,,90,82,0.48,607,,,,
DAVIS.C,20180729,845,0.00,,94,58,,,,,,,89,82,0.18,489,,,,
DAVIS.C,20180730,800,0.00,,95,58,,,,,,,90,81,0.21,546,,,,
DAVIS.C,20180731,800,0.00,,96,58,,,,,,,90,81,0.31,581,,,,
DAVIS.C,20180801,800,0.00,,92,57,,,,,,,90,81,0.26,601,,,,
DAVIS.C,20180802,800,0.00,,94,55,,,,,,,90,81,0.41,607,,,,
DAVIS.C,20180803,800,0.00,,94,55,,,,,,,89,81,0.28,515,,,,
DAVIS.C,20180804,830,0.00,,99,60,,,,,,,90,80,0.28,617,,,,
DAVIS.C,20180805,840,0.00,,94,56,,,,,,,90,80,0.41,578,,,,
DAVIS.C,20180806,730,0.00,,95,59,,,,,,,89,81,0.24,533,,,,
DAVIS.C,20180807,800,0.00,,90,57,,,,,,,88,81,0.27,489,,,,
DAVIS.C,20180808,800,0.00,,94,55,,,,,,,88,81,0.25,537,,,,
DAVIS.C,20180809,800,0.00,,101,55,,,,,,,90,79,0.23,596,,,,
DAVIS.C,20180810,815,0.00,,100,58,,,,,,,90,80,0.34,595,,,,
DAVIS.C,20180811,820,0.00,,99,60,,,,,,,91,81,0.52,613,,,,
DAVIS.C,20180812,830,0.00,,92,58,,,,,,,91,82,0.38,611,,,,
DAVIS.C,20180813,800,0.00,,92,57,,,,,,,90,82,0.33,611,,,,
DAVIS.C,20180814,800,0.00,,89,55,,,,,,,89,81,0.35,595,,,,
DAVIS.C,20180815,800,0.00,,89,56,,,,,,,89,80,0.30,607,,,,
DAVIS.C,20180816,800,0.00,,94,56,,,,,,,89,80,0.31,611,,,,
DAVIS.C,20180817,800,0.00,,99,58,,,,,,,90,81,0.34,620,,,,
DAVIS.C,20180818,820,0.00,,101,54,,,,,,,91,81,0.38,630,,,,
DAVIS.C,20180819,830,0.00,,96,55,,,,,,,90,81,0.36,599,,,,
DAVIS.C,20180820,800,0.00,,90,53,,,,,,,89,81,0.32,610,,,,
DAVIS.C,20180821,800,0.00,,80,54,,,,,,,87,81,0.28,538,,,,
DAVIS.C,20180822,800,0.00,,86,54,,,,,,,87,79,0.24,554,,,,
DAVIS.C,20180823,800,0.00,,85,55,,,,,,,87,79,0.26,562,,,,
DAVIS.C,20180824,800,0.00,,84,53,,,,,,,79,79,0.28,539,,,,
DAVIS.C,20180825,800,0.00,,89,50,,,,,,,86,78,0.23,548,,,,
DAVIS.C,20180826,800,0.00,,87,51,,,,,,,86,78,0.26,579,,,,
DAVIS.C,20180827,800,0.00,,83,55,,,,,,,86,78,0.31,551,,,,
DAVIS.C,20180828,800,0.00,,80,55,,,,,,,86,78,0.25,564,,,,
DAVIS.C,20180829,800,0.00,,83,55,,,,,,,86,78,0.32,576,,,,
DAVIS.C,20180830,800,0.00,,83,54,,,,,,,85,78,0.31,538,,,,
DAVIS.C,20180831,800,0.00,,90,53,,,,,,,86,77,0.26,554,,,,
DAVIS.C,20180901,800,0.00,,95,55,,,,,,,86,77,0.26,538,,,,
DAVIS.C,20180902,800,0.00,,97,55,,,,,,,87,78,0.34,539,,,,
DAVIS.C,20180903,830,0.00,,92,55,,,,,,,87,78,0.30,538,,,,
DAVIS.C,20180904,800,0.00,,94,54,,,,,,,87,79,0.31,538,,,,
DAVIS.C,20180905,800,0.00,,90,54,,,,,,,86,79,0.31,544,,,,
DAVIS.C,20180906,800,0.00,,91,51,,,,,,,86,78,0.30,561,,,,
DAVIS.C,20180907,2359,0.00,,95,53,,,,,,,86,81,0.24,548,,,,
DAVIS.C,20180908,2359,0.00,,95,54,,,,,,,86,80,0.35,554,,,,
DAVIS.C,20180909,2359,0.00,,94,51,,,,,,,85,79,0.35,532,,,,
DAVIS.C,20180910,800,0.00,,96,51,,,,,,,86,78,0.32,525,,,,
DAVIS.C,20180911,800,0.00,,91,53,,,,,,,85,78,0.26,527,,,,
DAVIS.C,20180912,800,0.00,,80,51,,,,,,,82,78,0.37,333,,,,
DAVIS.C,20180913,820,0.00,,82,56,,,,,,,83,76,0.23,515,,,,
DAVIS.C,20180914,800,0.00,,82,46,,,,,,,81,75,0.24,457,,,,
DAVIS.C,20180915,820,0.00,,81,55,,,,,,,82,74,0.28,516,,,,
DAVIS.C,20180916,930,0.00,,84,46,,,,,,,81,77,0.27,521,,,,
DAVIS.C,20180917,800,0.00,,83,46,,,,,,,81,73,0.20,509,,,,
DAVIS.C,20180918,800,0.00,,85,46,,,,,,,80,73,0.27,504,,,,
DAVIS.C,20180919,800,0.00,,90,49,,,,,,,80,73,0.21,492,,,,
DAVIS.C,20180920,800,0.00,,94,60,,,,,,,81,73,0.32,499,,,,
DAVIS.C,20180921,800,0.00,,95,50,,,,,,,81,74,0.33,490,,,,
DAVIS.C,20180922,830,0.00,,92,50,,,,,,,81,73,0.33,482,,,,
DAVIS.C,20180923,835,0.00,,92,51,,,,,,,80,74,0.27,480,,,,
DAVIS.C,20180924,800,0.00,,94,52,,,,,,,79,73,0.24,486,,,,
DAVIS.C,20180925,800,0.00,,97,50,,,,,,,79,72,0.35,480,,,,
DAVIS.C,20180926,800,0.00,,99,50,,,,,,,79,71,0.37,458,,,,
DAVIS.C,20180927,800,0.00,,100,54,,,,,,,79,71,0.24,444,,,,
DAVIS.C,20180928,800,0.00,,86,53,,,,,,,79,72,0.33,433,,,,
DAVIS.C,20180929,830,0.00,,78,53,,,,,,,77,72,0.31,411,,,,
DAVIS.C,20180930,815,0.00,,82,57,,,,,,,79,71,0.20,425,,,,
DAVIS.C,20181001,800,0.00,,82,58,,,,,,,78,72,0.20,299,,,,
DAVIS.C,20181002,800,0.03,,83,62,,,,,,,79,73,0.21,373,,,,
DAVIS.C,20181003,800,0.00,,85,62,,,,,,,79,73,0.19,362,,,,
DAVIS.C,20181004,800,0.00,,75,60,,,,,,,79,74,0.22,348,,,,
DAVIS.C,20181005,800,0.00,,81,53,,,,,,,78,73,0.20,379,,,,
DAVIS.C,20181006,800,0.00,,82,55,,,,,,,77,72,0.22,421,,,,
DAVIS.C,20181007,800,0.00,,86,61,,,,,,,76,72,0.48,426,,,,
DAVIS.C,20181008,800,0.00,,86,62,,,,,,,77,71,0.50,406,,,,
DAVIS.C,20181009,800,0.00,,81,51,,,,,,,77,71,0.34,406,,,,
DAVIS.C,20181010,800,0.00,,82,49,,,,,,,76,70,0.24,387,,,,
DAVIS.C,20181011,800,0.00,,80,49,,,,,,,75,70,0.16,375,,,,
DAVIS.C,20181012,800,0.00,,86,53,,,,,,,74,69,0.26,396,,,,
DAVIS.C,20181013,840,0.00,,89,45,,,,,,,74,68,0.38,394,,,,
DAVIS.C,20181014,835,0.00,,82,50,,,,,,,73,68,0.28,398,,,,
DAVIS.C,20181015,800,0.00,,83,57,,,,,,,73,68,0.57,401,,,,
DAVIS.C,20181016,800,0.00,,86,45,,,,,,,72,67,0.35,390,,,,
DAVIS.C,20181017,800,0.00,,85,43,,,,,,,72,66,0.28,375,,,,
DAVIS.C,20181018,800,0.00,,85,43,,,,,,,71,66,0.28,368,,,,
DAVIS.C,20181019,800,0.00,,86,45,,,,,,,71,65,0.17,366,,,,
DAVIS.C,20181020,835,0.00,,86,45,,,,,,,71,65,0.28,362,,,,
DAVIS.C,20181021,835,0.00,,86,44,,,,,,,71,65,0.18,349,,,,
DAVIS.C,20181022,800,0.00,,83,42,,,,,,,70,65,0.17,351,,,,
DAVIS.C,20181023,800,0.00,,76,42,,,,,,,69,65,0.18,318,,,,
DAVIS.C,20181024,800,0.00,,80,44,,,,,,,69,64,0.14,319,,,,
DAVIS.C,20181025,800,0.00,,86,48,,,,,,,70,63,0.20,329,,,,
DAVIS.C,20181026,800,0.00,,83,47,,,,,,,70,64,0.22,318,,,,
DAVIS.C,20181027,815,0.00,,83,49,,,,,,,70,64,0.19,285,,,,
DAVIS.C,20181028,805,0.00,,84,51,,,,,,,70,65,0.15,281,,,,
DAVIS.C,20181029,800,0.00,,75,51,,,,,,,68,65,0.21,282,,,,
DAVIS.C,20181030,800,0.00,,78,48,,,,,,,68,64,0.32,327,,,,
DAVIS.C,20181031,800,0.00,,80,52,,,,,,,68,64,0.55,289,,,,
DAVIS.C,20181101,800,0.00,,86,51,,,,,,,69,64,0.23,286,,,,
DAVIS.C,20181102,800,0.00,,82,47,,,,,,,68,64,0.20,297,,,,
DAVIS.C,20181103,825,0.00,,86,51,,,,,,,69,64,0.32,294,,,,
DAVIS.C,20181104,835,0.00,,85,48,,,,,,,68,64,0.39,283,,,,
DAVIS.C,20181105,800,0.00,,80,55,,,,,,,68,64,0.34,309,,,,
DAVIS.C,20181106,800,0.00,,79,52,,,,,,,66,63,0.40,311,,,,
DAVIS.C,20181107,800,0.00,,75,40,,,,,,,64,61,0.30,299,,,,
DAVIS.C,20181108,800,0.00,,71,41,,,,,,,64,60,0.55,286,,,,
DAVIS.C,20181109,800,0.00,,64,42,,,,,,,61,60,0.42,181,,,,
DAVIS.C,20181110,830,0.00,,67,34,,,,,,,59,56,0.14,210,,,,
DAVIS.C,20181111,830,0.00,,71,37,,,,,,,59,55,0.20,259,,,,
DAVIS.C,20181112,825,0.00,,70,31,,,,,,,58,55,0.28,222,,,,
DAVIS.C,20181113,800,0.00,,65,36,,,,,,,57,54,0.09,154,,,,
DAVIS.C,20181114,800,0.00,,67,31,,,,,,,56,52,0.16,218,,,,
DAVIS.C,20181115,800,0.00,,63,31,,,,,,,55,51,0.12,182,,,,
DAVIS.C,20181116,800,0.00,,66,31,,,,,,,54,51,0.13,182,,,,
DAVIS.C,20181117,840,0.00,,69,31,,,,,,,54,50,0.10,214,,,,
DAVIS.C,20181118,840,0.00,,67,29,,,,,,,54,49,0.12,208,,,,
DAVIS.C,20181119,800,0.00,,69,33,,,,,,,54,50,0.16,196,,,,
DAVIS.C,20181120,800,0.00,,67,32,,,,,,,55,50,0.12,219,,,,
DAVIS.C,20181121,2359,0.00,,55,42,,,,,,,54,50,0.16,43,,,,
DAVIS.C,20181122,2359,0.96,,63,50,,,,,,,57,52,0.00,206,,,,
DAVIS.C,20181123,2359,0.07,,58,53,,,,,,,57,52,0.00,54,,,,
DAVIS.C,20181124,2359,0.00,,65,51,,,,,,,60,55,0.00,205,,,,
DAVIS.C,20181125,2359,0.00,,64,44,,,,,,,58,55,0.05,246,,,,
DAVIS.C,20181126,800,0.00,,66,42,,,,,,,57,53,0.08,145,,,,
DAVIS.C,20181127,800,0.00,,57,45,,,,,,,56,53,0.04,45,,,,
DAVIS.C,20181128,800,0.11,,66,51,,,,,,,59,54,0.00,153,,,,
DAVIS.C,20181129,800,0.85,,58,54,,,,,,,57,56,0.37,92,,,,
DAVIS.C,20181130,800,0.48,,63,41,,,,,,,56,53,0.14,229,,,,
DAVIS.C,20181201,840,0.19,,61,43,,,,,,,56,52,0.12,211,,,,
DAVIS.C,20181202,825,0.04,,56,36,,,,,,,54,50,0.06,243,,,,
DAVIS.C,20181203,800,0.00,,54,36,,,,,,,51,48,0.02,211,,,,
DAVIS.C,20181204,800,0.00,,52,41,,,,,,,50,48,0.08,56,,,,
DAVIS.C,20181205,800,0.18,,54,45,,,,,,,52,49,0.05,98,,,,
DAVIS.C,20181206,800,0.01,,61,45,,,,,,,53,49,0.07,235,,,,
DAVIS.C,20181207,800,0.00,,61,37,,,,,,,52,48,0.10,227,,,,
DAVIS.C,20181208,845,0.00,,60,36,,,,,,,51,47,0.08,231,,,,
DAVIS.C,20181209,845,0.01,,53,40,,,,,,,51,47,0.07,50,,,,
DAVIS.C,20181210,800,0.01,,61,40,,,,,,,52,48,0.00,202,,,,
DAVIS.C,20181211,800,0.00,,61,36,,,,,,,51,47,0.03,238,,,,
DAVIS.C,20181212,800,0.00,,61,39,,,,,,,52,46,0.09,234,,,,
DAVIS.C,20181213,2359,0.00,,58,35,,,,,,,50,48,0.12,225,,,,
DAVIS.C,20181214,2359,0.00,,60,39,,,,,,,50,48,0.09,76,,,,
DAVIS.C,20181215,800,0.20,,56,43,,,,,,,50,46,0.21,122,,,,
DAVIS.C,20181216,800,0.00,,55,44,,,,,,,52,47,0.11,31,,,,
DAVIS.C,20181217,815,1.05,,61,46,,,,,,,54,49,0.04,168,,,,
DAVIS.C,20181218,820,0.00,,62,42,,,,,,,54,50,0.00,200,,,,
DAVIS.C,20181219,830,0.00,,65,44,,,,,,,56,50,0.06,222,,,,
DAVIS.C,20181220,815,0.01,,52,43,,,,,,,53,51,0.06,43,,,,
DAVIS.C,20181221,815,0.10,,58,50,,,,,,,54,51,0.04,125,,,,
DAVIS.C,20181222,815,0.01,,56,40,,,,,,,51,49,0.15,154,,,,
DAVIS.C,20181223,800,0.00,,56,43,,,,,,,52,48,0.02,136,,,,
DAVIS.C,20181224,800,0.01,,57,43,,,,,,,52,49,0.03,49,,,,
DAVIS.C,20181225,2359,0.52,,61,42,,,,,,,46,44,0.06,235,,,,
DAVIS.C,20181226,2359,0.00,,59,40,,,,,,,46,44,0.04,223,,,,
DAVIS.C,20181227,2359,0.07,,52,36,,,,,,,46,44,0.04,124,,,,
DAVIS.C,20181228,2359,0.00,,55,42,,,,,,,47,44,0.05,241,,,,
DAVIS.C,20181229,800,0.00,,57,35,,,,,,,48,43,0.62,225,,,,
DAVIS.C,20181230,800,0.00,,58,32,,,,,,,48,42,0.04,230,,,,
DAVIS.C,20181231,800,0.00,,55,36,,,,,,,46,42,0.01,244,,,,
DAVIS.C,20190101,800,0.00,,55,38,,,,,,,45,41,0.13,241,,,,
DAVIS.C,20190102,815,0.00,,55,29,,,,,,,46,40,0.03,231,,,,
DAVIS.C,20190103,815,0.00,,54,30,,,,,,,45,39,0.05,197,,,,
DAVIS.C,20190104,815,0.00,,58,32,,,,,,,46,40,0.06,198,,,,
DAVIS.C,20190105,815,0.35,,50,35,,,,,,,44,40,0.04,29,,,,
DAVIS.C,20190106,800,3.10,,55,40,,,,,,,47,41,0.06,32,,,,
DAVIS.C,20190107,830,2.02,,58,44,,,,,,,50,43,0.01,128,,,,
DAVIS.C,20190108,830,0.01,,56,47,,,,,,,50,46,0.05,49,,,,
DAVIS.C,20190109,830,0.18,,62,49,,,,,,,53,48,0.00,179,,,,
DAVIS.C,20190110,815,0.03,,53,44,,,,,,,52,49,0.06,134,,,,
DAVIS.C,20190111,800,0.02,,56,45,,,,,,,53,49,0.04,99,,,,
DAVIS.C,20190112,825,0.02,,63,41,,,,,,,53,49,0.09,240,,,,
DAVIS.C,20190113,845,0.00,,61,40,,,,,,,52,48,0.04,216,,,,
DAVIS.C,20190114,800,0.01,,53,39,,,,,,,49,47,0.05,74,,,,
DAVIS.C,20190115,800,0.18,,54,44,,,,,,,50,47,0.00,36,,,,
DAVIS.C,20190116,800,1.24,,58,47,,,,,,,52,47,0.05,30,,,,
DAVIS.C,20190117,800,1.77,,61,52,,,,,,,54,49,0.39,149,,,,
DAVIS.C,20190118,810,0.03,,61,49,,,,,,,54,50,0.06,146,,,,
DAVIS.C,20190119,830,0.00,,67,50,,,,,,,57,51,0.03,239,,,,
DAVIS.C,20190120,840,0.01,,64,52,,,,,,,56,53,0.08,176,,,,
DAVIS.C,20190121,840,0.01,,59,40,,,,,,,54,50,0.09,280,,,,
DAVIS.C,20190122,800,0.00,,60,43,,,,,,,50,48,0.12,267,,,,
DAVIS.C,20190123,800,0.00,,59,35,,,,,,,49,45,0.10,270,,,,
DAVIS.C,20190124,800,0.00,,62,36,,,,,,,50,44,0.08,289,,,,
DAVIS.C,20190125,800,0.00,,65,38,,,,,,,49,45,0.05,295,,,,
DAVIS.C,20190126,835,0.00,,63,36,,,,,,,50,44,0.11,207,,,,
DAVIS.C,20190127,900,0.00,,68,40,,,,,,,51,44,0.01,280,,,,
DAVIS.C,20190128,800,0.00,,66,45,,,,,,,53,46,0.08,214,,,,
DAVIS.C,20190129,800,0.00,,67,46,,,,,,,55,48,0.05,233,,,,
DAVIS.C,20190130,800,0.00,,66,45,,,,,,,56,50,0.05,242,,,,
DAVIS.C,20190131,2359,0.01,,66,47,,,,,,,51,46,0.08,273,,,,
DAVIS.C,20190201,2359,0.51,,58,50,,,,,,,51,47,0.06,115,,,,
DAVIS.C,20190202,2359,0.66,,61,51,,,,,,,51,47,0.08,158,,,,
DAVIS.C,20190203,2359,0.15,,59,48,,,,,,,51,47,0.07,182,,,,
DAVIS.C,20190204,2359,0.46,,51,39,,,,,,,51,47,0.08,192,,,,
DAVIS.C,20190205,2359,0.00,,53,33,,,,,,,51,47,0.10,305,,,,
DAVIS.C,20190206,2359,0.01,,52,32,,,,,,,51,47,0.08,332,,,,
DAVIS.C,20190207,2359,0.00,,58,39,,,,,,,51,48,0.11,274,,,,
DAVIS.C,20190208,2359,0.36,,51,38,,,,,,,51,48,0.08,165,,,,
DAVIS.C,20190209,2359,0.13,,51,40,,,,,,,52,48,0.07,125,,,,
DAVIS.C,20190210,2359,0.00,,56,35,,,,,,,52,48,0.08,298,,,,
DAVIS.C,20190211,2359,0.00,,54,33,,,,,,,53,49,0.08,283,,,,
DAVIS.C,20190212,2359,0.19,,45,35,,,,,,,53,49,0.08,78,,,,
DAVIS.C,20190213,2359,0.22,,58,41,,,,,,,53,49,0.09,51,,,,
DAVIS.C,20190214,2359,0.72,,62,48,,,,,,,53,50,0.11,221,,,,
DAVIS.C,20190215,2359,0.20,,54,40,,,,,,,53,49,0.11,254,,,,
DAVIS.C,20190216,2359,0.00,,56,40,,,,,,,53,50,0.09,317,,,,
DAVIS.C,20190217,2359,0.03,,52,38,,,,,,,54,50,0.10,333,,,,
DAVIS.C,20190218,2359,0.00,,54,39,,,,,,,54,50,0.09,394,,,,
DAVIS.C,20190219,2359,0.00,,56,37,,,,,,,54,50,0.11,394,,,,
DAVIS.C,20190220,2359,0.02,,57,39,,,,,,,54,50,0.12,341,,,,
DAVIS.C,20190221,2359,0.00,,55,35,,,,,,,55,51,0.13,405,,,,
DAVIS.C,20190222,2359,0.00,,56,37,,,,,,,55,51,0.10,414,,,,
DAVIS.C,20190223,2359,0.00,,55,35,,,,,,,55,51,0.14,224,,,,
DAVIS.C,20190224,2359,0.00,,57,44,,,,,,,55,51,0.12,212,,,,
DAVIS.C,20190225,2359,0.29,,54,46,,,,,,,55,51,0.10,72,,,,
DAVIS.C,20190226,2359,1.83,,54,50,,,,,,,55,51,0.12,48,,,,
DAVIS.C,20190227,2359,0.12,,62,49,,,,,,,56,52,0.11,216,,,,
DAVIS.C,20190228,2359,0.00,,58,47,,,,,,,56,52,0.12,339,,,,
DAVIS.C,20190301,2359,0.00,,58,45,,,,,,,56,53,0.12,216,,,,
